Longitude,Latitude
-75.27094536017434,4.121837370644682
-75.7270188535443,2.0376922430043525
-74.75555918119015,6.897459322445654
-70.8774700654138,0.648541595791178
-74.27426391118695,6.78300777715963
-69.7472210893118,-0.9110138622857953
-75.96730023124194,4.4019153928929775
-71.42425244555349,-2.1617975184614138
-77.04663177879597,7.388825178885655
-77.08992694878717,8.00112271672157
-71.78371218185788,2.11911807426534
-75.74362226401408,0.7333362453196175
-75.73614398031263,4.772890731709518
-75.50177785754775,3.920683085800679
-73.95376622413673,4.863323532570504
-71.45535049868151,6.018963302821927
-70.0715733928137,3.976503192258562
-69.13655641488782,3.777250855510621
-73.55897094533795,4.12204849977827
-69.64476431161047,3.766975698696556
-73.49327136989382,7.936608457963054
-73.07194795166646,9.258057166355336
-70.28387394879189,5.123639162418398
-69.91729626851156,1.6879481306545694
-76.88694627870264,1.4104288885614125
-72.10552635349075,6.551428086391864
-74.12334523096013,3.0135291797906474
-76.2159953254996,5.0426950774676875
-70.71848726546914,4.746926346889371
-71.62149138206733,0.5756108423391639
-70.05439052196178,0.34597464363871033
-76.73159006376916,1.9196833618268023
-77.21555837881041,7.6842197441255315
-73.92764437065365,10.157198007766386
-73.62411731676886,1.1817053211385575
-75.09248826808263,2.3350207985770224
-68.69601590070546,2.249022561077764
-74.42050400615756,0.322131477546308
-73.89542022902587,7.972702928777807
-71.20214217167346,1.216374010855958
-71.01753538630487,-1.076022506950307
-77.36711772374994,7.451460857243227
-69.84219171712611,3.6320603957759916
-69.90035927403386,2.8392248275806455
-70.12873847440636,0.8571774623407551
-75.07684715333619,2.969769064381021
-77.33649080478666,8.456290496277164
-71.31264266802538,0.33990512780152216
-75.22705157016064,1.1827443352802804
-75.33953195571385,6.479434503600967
-70.77758564241385,0.31416250761821907
-69.23074986769926,3.648227289386204
-74.51978304826726,-0.3496711785432627
-74.21405914760508,4.997958787988825
-74.80402177144208,4.6901535865634845
-72.08361767983762,3.545146276279228
-70.95678483022503,-0.8447740203512071
-75.52140168934962,4.840571248848859
-75.0545420420138,10.547460141393708
-76.05762083320656,2.112634485173883
-77.40261552253968,3.28244640330466
-74.50317025743706,3.149476623915226
-68.43344372008178,2.4540832893567677
-75.58267976667229,1.6211908451403083
-74.307318400907,1.9819228134446973
-72.19795525240643,5.828335089254104
-71.50747962419321,-1.7299105526676333
-73.95562712760197,0.6885024583013868
-73.60700802149005,8.060506649522143
-73.55309806258204,10.369676887424301
-74.05578168026003,4.348817014284974
-73.4877196014364,10.810864599059972
-77.37138316347173,6.986755961051756
-70.96152775440984,3.1842522038483265
-70.72125079632143,2.651287733584632
-70.60612451460463,4.780819553608826
-72.29544700034,-1.4971796753074167
-74.79985010919745,9.24939744060595
-77.56289994454632,2.1646433925911044
-72.36828152268761,2.558104758840959
-73.34763253890672,4.156770839836312
-77.10737467057233,4.204114638761936
-69.07475171609792,5.704133498036709
-69.9932289105895,-2.352351656549411
-74.15453661823656,6.4653298889171715
-76.02668738534622,2.566861802441621
-70.20396874685918,4.862324984715391
-73.58637132682034,9.150133689529811
-68.89969921749112,4.099140160927465
-74.39521144258839,6.048310773625699
-74.94556758352108,4.145231677388034
-75.9090657374374,0.46658333175639743
-70.12016518181478,-1.3984096065870801
-70.65620771205074,5.134050975156329
-76.67730720692617,4.355588797864424
-70.8961196139677,0.5524753561101798
-76.48717049952515,5.5317424669339275
-69.28095483867483,4.585937136400322
-71.63905945705285,-1.845641160261903
-70.36252699654631,2.7866124755993606
-73.4979266023267,5.592622572279495
-71.78228992216398,-0.27582599153756826
-73.54920689396144,7.907232055730619
-73.64544782178912,3.5080961811939826
-74.6545927157288,8.714048916076909
-76.15294881018659,2.3902136361008726
-72.07871676388748,3.4290434201386057
