,Longitude,Latitude
0,-114.14234982786522,41.30591893761523
1,-119.20681024510516,41.82846859188765
2,-115.31608300084822,39.056995045670405
3,-115.86021819359388,40.135393073841435
4,-114.4540753945565,38.985203742290444
5,-119.26568847010783,38.805059310950696
6,-114.97300100366266,40.293858387629044
7,-117.93083122877555,40.43612890170155
8,-116.9577689020399,39.278125054851834
9,-114.24377515156218,40.57596680722559
10,-114.07096227594916,40.403218944110904
11,-119.99599367762382,39.100591496368814
12,-115.83408771666535,39.629036136094136
13,-117.76365781234702,41.50129565836509
14,-115.70990546431241,38.14428755376037
15,-115.58767164819517,39.380585846954446
16,-117.89641647062638,38.88009987590668
17,-115.96366494962209,40.9718415573393
18,-115.94077520334844,36.16302460380464
19,-115.20118434768995,37.09392636281818
20,-114.86720614047542,38.325387092115115
21,-114.8412174487957,39.39060303564074
22,-114.97483025704754,41.67325692403181
23,-116.29499010123344,36.85307150057688
24,-117.08665579313632,37.39792566592486
25,-119.30355733497271,39.07425015314149
26,-114.3890362854883,37.26912580477701
27,-115.59269707226545,38.954839829152256
28,-119.75595311685471,40.91489558076235
29,-117.6978003780102,40.71924122671545
30,-118.69315324405324,38.85689403481252
31,-114.75767222981516,37.00133795758973
32,-116.13605230997938,39.941112106755206
33,-116.47249252531594,37.35125592488351
34,-115.86800253155994,37.957749189016965
35,-116.4269640723554,38.934412626939654
36,-114.54456687820347,38.07183115151783
37,-118.56700972809838,41.83204486180271
38,-115.36005070633114,38.4442949923671
39,-114.04134013883898,41.34349375070014
40,-116.27094752670159,41.08713619213142
41,-118.09522289571021,41.868834322098394
42,-116.76003529914549,41.72061959044875
43,-114.16144173491695,37.82226994716744
44,-118.6344015262564,38.1762102366002
45,-116.6248618513116,36.682046438560825
46,-116.44939067427661,41.071170768719284
47,-115.36214903341228,39.25900250528572
48,-116.73195432303919,37.58054175015492
49,-118.95524529304802,40.60334645872318
50,-115.87664438276259,36.23963696710479
51,-114.7970231097492,40.612735193443484
52,-115.87057220785384,41.77146524207885
53,-118.08833968211974,37.67617494828741
54,-118.17881254539519,40.412708554203725
55,-118.00682554717548,38.306319869980285
56,-115.06097108931738,36.04449171882172
57,-116.57799126627609,39.22160873097952
58,-117.42681976443525,41.718999117137805
59,-117.2784422175518,41.11083769413573
60,-119.8552648176281,41.64007072044096
61,-114.82180395967893,41.69013966597016
62,-114.4341560178264,40.498240231656865
63,-114.12269731891809,40.675267774702874
64,-116.32266510908478,38.32781834558176
65,-116.63817470058049,38.43725320141484
66,-115.87682494100754,37.800647678422834
67,-114.54686617008173,37.57135110446267
68,-115.01933059783264,38.42731248722541
69,-117.79846362963653,41.52518845184186
70,-118.17556290768043,38.49862979438048
71,-118.98339209695797,40.86684474976711
72,-115.87785297380746,40.52286890028915
73,-116.6809848911239,40.728624262474135
74,-115.90626997901862,40.89265045966665
75,-119.61601900975259,39.64446860808557
76,-117.29471640255473,41.01492471543085
77,-118.31890254499675,41.29311153877571
78,-115.86539452141406,37.709677244427624
79,-114.77124364717821,38.937913112203226
80,-114.14211238552775,40.89930002668909
81,-117.65637657463537,40.43494850699034
82,-117.83284735976696,40.765464359338026
83,-114.08289507658658,38.20890395716711
84,-119.29259563218443,40.265407758725
85,-118.37610642865295,39.940067816267955
86,-116.4105871439988,38.43561764460907
87,-115.56857484773188,39.28553026295843
88,-116.50916094991268,41.457867999039344
89,-119.21372138889636,38.63984888675188
90,-114.13662715654291,41.631951055470495
91,-115.92442422308721,41.52637279927258
92,-114.09255307809732,41.91767748858449
93,-115.81097185107325,36.049600759487504
94,-115.81007198113241,38.12696773496269
95,-116.17250209234832,36.89423315810784
96,-117.26335884676574,41.05270729325548
97,-115.05250355430441,41.574023380161755
98,-119.14688374763921,41.02930011277881
99,-118.00447829093918,38.87671953948863
100,-118.84318905286437,40.99838427286008
101,-117.37199069777168,38.16362636947514
102,-114.35952534849929,36.26593513646308
103,-118.255978344066,38.46892744368814
104,-116.47049623359445,41.10428518196762
105,-115.17413328019522,36.952870250304585
106,-115.6871625360846,41.44769397595823
107,-114.4889405424256,39.513273992448106
108,-118.31972011873525,37.89173259180047
109,-119.2015543864947,40.673678464213516
110,-116.21627481159149,38.28844328249157
111,-118.39835559036588,39.1078840849748
112,-116.75405672997168,37.98711750463671
113,-114.46411707548604,40.1049858116455
114,-114.7595244918347,37.99159285845907
115,-116.88465612647619,39.130507210120875
116,-114.12147747497053,40.32703712614271
117,-117.27195864405746,39.6712244219956
118,-117.21017235397404,39.64554024647048
119,-115.16605652930497,35.732092775417605
120,-115.19905696130682,37.43182347990343
121,-115.16629268594369,37.523141996042064
122,-115.53729334209707,41.341002176822805
123,-119.55310766976417,39.573065329236854
124,-116.45214210745615,37.05639574654
125,-114.38164912927417,39.294973341959164
126,-116.09423347591425,36.70288379800798
127,-115.5388971994956,38.09523317425326
128,-119.65317277416808,39.82745519933391
129,-114.90853439926869,37.52866297059444
130,-118.53448062361792,39.53988704666353
131,-118.05567910792419,39.77258573477554
132,-117.41505039092563,37.97030596300113
133,-115.61756035238412,39.39219056612886
134,-114.41014030973592,37.57920762669348
135,-118.88707678648386,38.978237356636285
136,-118.7424137537443,40.1705534535698
137,-117.27604182474204,41.12563049130698
